Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
40,Female,High School,Widowed,104766,688,35808,Business,Employed,15,Poor,0.320768316,198067,1,West Scottshire,MS,Falkland Islands (Malvinas),4,1,High
25,Non-binary,Bachelor's,Married,95630,,47368,Personal,Unemployed,17,Fair,0.466649869,187156,,South Timothybury,PR,Ethiopia,1,1,High
52,Male,Bachelor's,Widowed,89806,,28542,Personal,Self-employed,8,Good,0.281239008,121092,3,South Priscillaland,NH,France,2,0,Low
31,Non-binary,High School,Widowed,63322,773,8074,Business,Employed,5,Fair,0.381467098,267802,3,Port Michaelmouth,ID,Romania,1,0,High
43,Female,Master's,Single,34821,775,22889,Personal,Unemployed,18,Good,0.11872158,278194,0,Lake James,MD,Niue,3,2,High
66,Non-binary,Master's,Divorced,,687,5387,Business,Self-employed,13,Fair,0.139044029,,1,Maryburgh,AR,Mauritius,1,1,Low
18,Non-binary,Master's,Widowed,71500,734,44400,Personal,Self-employed,14,Excellent,0.248104199,127985,4,Dustinbury,CT,Malawi,,0,Low
53,Female,PhD,Divorced,88669,720,17468,Home,Self-employed,6,Excellent,0.575977216,199129,0,West Daniel,NE,Japan,4,1,Low
39,Non-binary,High School,Widowed,98886,695,30101,Auto,Employed,17,Excellent,0.441903682,200996,1,North Emily,KS,France,,2,Low
41,Female,High School,Married,89852,676,27422,Home,Self-employed,9,Excellent,0.486273411,205004,1,Loweryland,VT,Tonga,4,0,Low
62,Male,PhD,Divorced,87384,606,7297,Business,Self-employed,4,Good,0.450293387,232491,3,West Melanieton,MH,Taiwan,0,0,Low
32,Female,Bachelor's,Married,78360,608,47644,Home,Unemployed,1,Fair,0.112276192,271432,3,East Veronica,KY,Tajikistan,4,0,Low
58,Non-binary,PhD,Widowed,64153,658,12202,Home,Employed,12,Fair,0.179217424,186472,,South Lancehaven,FM,Sri Lanka,0,2,Low
30,Non-binary,Master's,Married,55059,756,7413,Personal,Employed,5,Good,0.494801779,29295,4,Walkerborough,WA,Tunisia,0,2,Low
69,Male,Master's,Widowed,,771,8974,Business,Employed,1,Good,0.188338371,,,North Ronald,KS,Cuba,2,1,Low
43,Female,Master's,Married,104156,,30993,Auto,Unemployed,17,Fair,0.491105474,181828,,Alvarezfurt,MS,Norway,4,1,Low
54,Female,Master's,Divorced,,642,22439,Home,Employed,12,Good,0.450881946,136141,2,North Vickieborough,WV,Sudan,2,2,Low
67,Male,PhD,Single,,672,20203,Auto,Employed,1,Poor,0.294590006,182768,0,Lake Juliechester,MT,China,0,1,Low
32,Female,High School,Widowed,118580,636,13116,Home,Self-employed,7,Fair,0.120713199,267284,3,Savannahfurt,NC,Mauritius,0,1,Low
20,Female,High School,Married,41961,612,30866,Auto,Employed,11,Excellent,0.300160555,294593,0,Port Kentberg,CO,Brunei Darussalam,2,1,Low
47,Female,Bachelor's,Married,100664,725,12939,Personal,Unemployed,2,Good,0.143515494,258171,,Port Kimberlyside,DC,Zambia,1,1,Low
36,Non-binary,Master's,Divorced,44448,631,30975,Auto,Self-employed,18,Good,0.194279933,130657,2,South Matthewmouth,MP,Bhutan,3,1,High
61,Male,PhD,Widowed,26518,759,21161,Personal,Employed,18,Poor,0.323939058,135490,1,East Timothy,CO,Zimbabwe,,0,Low
68,Female,High School,Single,113923,601,44653,Auto,Employed,1,Good,0.270090609,263788,2,New Lindsay,OH,Mayotte,2,2,High
59,Female,Bachelor's,Divorced,117869,745,,Business,Employed,8,Fair,0.550514099,,1,Annborough,AK,San Marino,,1,Low
29,Female,Bachelor's,Married,58785,644,19414,Home,Employed,3,Poor,0.210365536,71979,,Crossland,AS,Costa Rica,1,1,Low
28,Male,Bachelor's,Single,83969,671,44332,Business,Employed,16,Fair,0.45700939,88597,0,Julieborough,FM,United States of America,2,2,Low
66,Non-binary,PhD,Divorced,111109,664,16734,Auto,Unemployed,0,Fair,0.201180173,246188,0,Port Frank,RI,Grenada,2,2,High
49,Non-binary,PhD,Married,24507,676,,Auto,Self-employed,5,Good,0.561908292,131303,2,East Seanmouth,ND,Pakistan,1,2,Low
36,Female,PhD,Widowed,52548,766,8458,Auto,Employed,11,Fair,0.240513252,62171,1,Simsfurt,WI,Falkland Islands (Malvinas),3,1,Low
40,Non-binary,Bachelor's,Widowed,48287,610,25909,Home,Unemployed,10,Excellent,0.226010987,119245,1,Stephanieland,AZ,Hong Kong,,2,Low
45,Female,High School,Divorced,,798,43226,Business,Unemployed,4,Excellent,0.506575896,251522,0,New Angelabury,VT,Faroe Islands,2,0,Low
64,Male,PhD,Married,93471,784,23013,Auto,Employed,8,Good,0.211859021,171215,2,North Christinestad,SD,Greenland,,1,Low
56,Non-binary,High School,Divorced,36600,724,26718,Business,Unemployed,17,Excellent,0.179215904,34116,4,Henrystad,PR,Libyan Arab Jamahiriya,4,0,Low
55,Male,Bachelor's,Widowed,91114,,,Auto,Self-employed,12,Poor,0.280709107,235918,0,Hermanview,NC,Chile,1,2,High
58,Male,Bachelor's,Widowed,24383,697,40312,Business,Employed,15,Fair,0.59818354,,3,Velezfurt,OK,Heard Island and McDonald Islands,1,2,Low
66,Male,PhD,Married,100520,722,23612,Business,Self-employed,12,Good,0.311233278,188023,0,Susanland,AR,Jersey,,2,Low
68,Non-binary,High School,Widowed,107151,754,39626,Business,Employed,13,Fair,0.302066201,147103,1,South Aprilbury,TX,Equatorial Guinea,2,2,Low
54,Male,High School,Married,23794,754,42272,Personal,Unemployed,5,Good,0.534887509,273159,4,Mannmouth,MT,Angola,3,2,High
21,Female,Master's,Married,38047,752,40762,Home,Unemployed,4,Poor,0.34395259,233376,,Aaronstad,NJ,Slovenia,2,0,Low
50,Female,Bachelor's,Divorced,43324,725,16412,Business,Self-employed,0,Fair,0.305512596,201283,,Wardhaven,ND,Tuvalu,2,1,Low
44,Non-binary,PhD,Widowed,,794,36521,Personal,Self-employed,2,Fair,0.418625725,122318,2,East Martin,IL,Algeria,2,0,Low
19,Male,PhD,Married,105783,649,34842,Home,Unemployed,14,Excellent,0.17893033,169091,4,North Lisa,PW,Serbia,3,0,High
66,Non-binary,Bachelor's,Divorced,21299,621,14131,Personal,Self-employed,17,Good,0.495208685,272640,2,Karenborough,AL,Niger,2,0,Low
45,Non-binary,Master's,Divorced,37829,618,29082,Personal,Employed,1,Good,0.156127674,44527,,Meaganton,WA,Iran,4,2,Low
20,Male,PhD,Single,,643,47450,Auto,Employed,1,Excellent,0.557894575,121853,2,Lake Christina,NY,Belize,,0,Low
65,Male,Bachelor's,Divorced,82713,658,15995,Home,Employed,2,Excellent,0.333555884,77072,2,Erinchester,NJ,Andorra,1,2,Low
59,Male,High School,Divorced,37373,743,12455,Home,Employed,9,Poor,0.303733068,166261,2,Lake Kelsey,AL,Chile,1,1,Low
47,Male,High School,Divorced,52577,625,33975,Home,Employed,7,Poor,0.257840383,190682,2,Port Randalltown,VA,Korea,2,0,Low
39,Female,Bachelor's,Widowed,36489,609,7961,Auto,Self-employed,9,Excellent,0.591416431,181869,2,South Lisa,ID,Mayotte,4,2,Low
26,Female,PhD,Married,77589,,10887,Personal,Employed,14,Poor,0.412694907,41745,2,East Richard,MI,Aruba,,2,Low
53,Male,Bachelor's,Married,32328,688,24731,Home,Self-employed,15,Fair,0.588001653,294239,1,Noahfort,AL,Aruba,,0,Low
34,Male,Master's,Widowed,119430,690,14595,Auto,Employed,1,Good,0.22720463,,0,Joshuastad,AR,France,3,1,Low
23,Male,High School,Married,83853,712,11358,Business,Employed,7,Good,0.587184535,166988,3,Lake Vincent,PR,Luxembourg,2,1,Low
47,Male,PhD,Widowed,,616,,Auto,Unemployed,14,Fair,0.321816219,208969,3,South Justinburgh,MO,Austria,3,2,Low
25,Non-binary,Bachelor's,Married,33727,622,33180,Personal,Self-employed,6,Fair,0.354035688,233379,,Nguyenland,TX,Iceland,1,1,Low
41,Non-binary,PhD,Widowed,56660,671,46052,Business,Self-employed,8,Good,0.172078055,87601,1,Cunninghammouth,MT,Singapore,,2,Low
66,Male,PhD,Single,111951,706,12827,Auto,Self-employed,19,Excellent,0.204279665,,2,Reevesshire,SC,Jersey,3,0,Low
66,Female,PhD,Married,88993,705,36158,Personal,Unemployed,16,Fair,0.16903071,157492,,Nicholastown,MH,Nauru,2,0,Low
23,Male,Bachelor's,Married,,701,7697,Home,Unemployed,7,Good,0.127195429,,4,Johnnyfort,KY,Senegal,3,0,Low
38,Non-binary,PhD,Married,104614,648,40992,Home,Unemployed,2,Fair,0.321351019,166986,3,New Shawnborough,HI,Guatemala,3,1,High
32,Male,Master's,Married,99211,631,44886,Personal,Unemployed,3,Fair,0.221320316,123213,1,New Dylan,SD,Rwanda,4,1,High
57,Non-binary,Master's,Divorced,,692,35771,Home,Employed,1,Good,0.576416967,149782,0,Leefurt,HI,Cocos (Keeling) Islands,2,2,Low
58,Non-binary,High School,Divorced,82583,768,30366,Home,Self-employed,9,Poor,0.576255603,119096,2,Lake Andrewmouth,PR,Algeria,4,0,Low
18,Male,Master's,Widowed,84162,606,5015,Business,Self-employed,17,Poor,0.389069671,275773,1,Amandamouth,KS,Cambodia,1,2,Low
61,Female,Bachelor's,Single,25702,650,31654,Auto,Employed,15,Excellent,0.161250745,149488,0,South Jessicafurt,WA,Christmas Island,1,2,Low
21,Female,Bachelor's,Single,23582,736,19309,Personal,Unemployed,2,Good,0.464172349,229415,4,West Jennifer,OK,Romania,3,2,Low
25,Non-binary,PhD,Divorced,,638,20685,Personal,Employed,16,Good,0.32688169,213838,3,New Michealhaven,WV,Canada,1,0,Low
45,Female,PhD,Widowed,33515,,7845,Personal,Unemployed,14,Excellent,0.130864609,273937,0,North Karen,NE,Gabon,3,0,Low
27,Male,Master's,Single,114452,668,36683,Auto,Self-employed,2,Poor,0.382632935,191602,4,Herrerastad,WA,French Guiana,0,2,Low
67,Male,Bachelor's,Married,,,37439,Home,Unemployed,17,Fair,0.468533694,36027,3,Port Joelborough,VT,Japan,4,1,High
36,Male,Master's,Married,35782,735,5371,Business,Employed,10,Good,0.406846919,172202,,South Matthewstad,IL,Vietnam,,1,Low
33,Male,Bachelor's,Single,22170,686,44357,Personal,Self-employed,18,Good,0.341188468,87943,4,South Justinshire,ID,Martinique,0,0,High
56,Non-binary,Master's,Married,35299,625,24860,Home,Employed,7,Poor,0.574404363,229939,3,Lake Stephanieborough,OR,Oman,0,1,Low
57,Female,High School,Divorced,59015,774,36334,Personal,Unemployed,16,Excellent,0.263724816,50529,3,Walkermouth,PW,Singapore,0,2,Low
31,Male,PhD,Divorced,31480,721,45906,Auto,Unemployed,10,Fair,0.568742283,107560,,Port Elizabethtown,WV,Czech Republic,2,0,Low
48,Non-binary,Bachelor's,Single,66815,662,44872,Personal,Employed,13,Poor,0.393501878,95401,2,Schroedertown,ND,Saint Barthelemy,,0,Low
53,Male,Master's,Widowed,101738,744,,Personal,Unemployed,16,Good,0.443096626,288445,,Pattersonfort,VI,Montserrat,,0,Low
37,Non-binary,PhD,Single,74337,630,17919,Auto,Employed,5,Fair,0.520813764,219321,4,Lindsaymouth,OK,Turkey,0,1,Low
21,Non-binary,Master's,Married,90687,782,,Auto,Self-employed,13,Good,0.314761757,271803,,Donnatown,DC,Ecuador,4,1,Low
57,Female,High School,Married,,788,5082,Auto,Self-employed,12,Excellent,0.267405239,136453,0,Bowenport,LA,Dominica,3,2,Low
23,Non-binary,Bachelor's,Divorced,47684,742,42901,Home,Employed,16,Fair,0.277608708,78032,4,Brownfurt,IL,Portugal,3,2,Low
47,Male,Bachelor's,Married,111352,688,15044,Auto,Self-employed,3,Excellent,0.290150955,283782,2,Thomaschester,ME,Sierra Leone,2,1,Low
48,Male,PhD,Widowed,106151,626,34164,Auto,Unemployed,10,Good,0.599709538,22135,0,South Renee,SC,Kenya,2,2,Low
48,Male,PhD,Widowed,,630,,Business,Employed,13,Good,0.341781193,247734,2,Carsonmouth,MP,Ireland,0,0,Low
24,Female,Bachelor's,Widowed,102488,643,19631,Personal,Self-employed,9,Fair,0.269315748,210453,,East April,RI,Equatorial Guinea,2,0,Low
24,Male,Bachelor's,Married,94667,768,26118,Home,Self-employed,13,Good,0.426268032,104282,1,Vanessaton,HI,Papua New Guinea,2,0,Low
49,Female,High School,Divorced,49870,625,29285,Home,Self-employed,7,Poor,0.110209775,187903,2,Wattsview,CT,Moldova,4,0,Low
63,Female,Bachelor's,Married,113526,621,32419,Business,Self-employed,10,Poor,0.578291338,86539,,Port Heatherport,MA,Sudan,2,2,Low
39,Non-binary,Master's,Married,117031,650,5301,Personal,Self-employed,15,Poor,0.510807685,157142,0,Lake Anthony,FM,Bosnia and Herzegovina,,1,Low
54,Female,Bachelor's,Married,74240,633,11854,Business,Unemployed,5,Good,0.351534961,76783,1,Lake Natalie,FM,Poland,4,2,Low
39,Non-binary,High School,Widowed,,669,13763,Auto,Employed,10,Fair,0.263591104,274678,4,West Kennethhaven,CA,Afghanistan,2,2,Low
39,Female,Bachelor's,Divorced,81517,711,32838,Business,Employed,19,Fair,0.437870492,148754,4,South Whitneyview,NY,Argentina,3,1,Low
45,Male,PhD,Single,,,39662,Auto,Employed,7,Excellent,0.145914007,224294,1,Leehaven,AK,Christmas Island,3,0,High
23,Non-binary,Bachelor's,Single,34319,640,35058,Home,Unemployed,18,Poor,0.406965843,37907,2,Rhodesmouth,DE,Saint Vincent and the Grenadines,3,1,Low
48,Female,High School,Divorced,,655,,Home,Self-employed,9,Good,0.597531006,34815,1,East Zachary,FL,Burkina Faso,,2,High
22,Female,Master's,Married,116111,754,,Business,Unemployed,17,Fair,0.125178128,150725,3,West Jose,RI,Nigeria,1,2,Low
54,Male,Bachelor's,Single,60753,778,25200,Personal,Unemployed,12,Good,0.27287163,219389,2,West Anthonyberg,IN,Senegal,3,2,High
59,Female,High School,Married,82813,689,,Home,Self-employed,4,Fair,0.50402506,22676,0,East Michaelton,VT,Timor-Leste,,2,Low
35,Non-binary,Master's,Married,56734,761,46826,Personal,Unemployed,15,Excellent,0.387846098,238379,1,Port Patrickberg,IL,Italy,1,0,Low
46,Non-binary,High School,Divorced,82670,,46613,Personal,Unemployed,1,Good,0.534612778,104191,1,Charlesmouth,FM,Kuwait,4,0,Low
51,Female,Master's,Widowed,47685,718,23891,Home,Unemployed,0,Poor,0.201201682,112966,4,Johnton,KY,British Indian Ocean Territory (Chagos Archipelago),2,2,Low
35,Female,PhD,Divorced,62362,,16305,Home,Self-employed,18,Excellent,0.125639534,,4,North Allison,IA,Pakistan,2,0,Low
37,Male,PhD,Divorced,31217,,27253,Home,Unemployed,3,Poor,0.368675845,292887,1,Wilcoxhaven,NJ,South Africa,1,1,Low
31,Non-binary,Bachelor's,Single,57304,600,,Auto,Unemployed,7,Fair,0.215709233,178124,2,Nicholasborough,NV,Malaysia,0,2,Low
50,Male,High School,Single,118759,,26341,Business,Unemployed,2,Poor,0.341140296,,1,Mosesburgh,CA,Jersey,2,1,Low
42,Non-binary,PhD,Divorced,37540,672,6724,Auto,Self-employed,16,Poor,0.106682376,217834,0,Schmidtbury,AL,San Marino,2,0,Low
20,Non-binary,Master's,Widowed,103984,611,5350,Personal,Unemployed,4,Good,0.591137633,203201,1,East Matthew,TX,Turkey,0,1,Low
49,Non-binary,PhD,Widowed,41966,618,35534,Home,Unemployed,6,Good,0.27213229,151975,,Port Joel,AR,Peru,,2,Low
63,Non-binary,High School,Divorced,24435,696,49852,Personal,Unemployed,12,Poor,0.374582186,173878,1,Hortonstad,WY,Indonesia,1,2,Low
31,Female,Bachelor's,Married,105924,738,41443,Business,Unemployed,15,Fair,0.208205649,243582,1,Greenefurt,OK,Norfolk Island,3,1,Low
68,Female,High School,Widowed,63130,705,25293,Business,Employed,7,Fair,0.193760999,30506,2,Davemouth,WY,Jersey,1,1,Low
68,Male,Bachelor's,Married,52959,790,7678,Auto,Employed,13,Good,0.395187161,,4,Jenkinsshire,ND,Qatar,0,2,Low
50,Non-binary,PhD,Single,,749,25968,Personal,Unemployed,8,Good,0.154222963,249657,,Kimberlyside,AS,Iran,4,2,High
52,Male,Bachelor's,Married,,759,48791,Personal,Unemployed,0,Excellent,0.101661445,71804,1,Port Ericaton,MO,Montenegro,2,1,Low
21,Male,Master's,Widowed,80200,796,47587,Home,Employed,17,Good,0.280799725,129205,3,East Charleshaven,KY,Aruba,1,2,Low
56,Non-binary,PhD,Divorced,,,26852,Business,Employed,16,Fair,0.13452813,140920,0,Kellyberg,VT,Russian Federation,2,0,Low
44,Male,Bachelor's,Single,107988,761,48101,Personal,Self-employed,10,Excellent,0.115234753,293530,3,Frankstad,MN,Wallis and Futuna,2,1,Low
39,Male,Bachelor's,Single,82457,626,49079,Personal,Unemployed,5,Fair,0.182391583,,4,Jessicaborough,AS,Ireland,2,2,Low
32,Female,Bachelor's,Single,22919,662,37477,Business,Employed,11,Excellent,0.259245786,114916,4,Oscarside,UT,Afghanistan,3,2,Low
53,Non-binary,Bachelor's,Widowed,24799,692,24866,Auto,Self-employed,12,Fair,0.213848632,,1,Mcphersonfort,WV,Zimbabwe,0,2,Low
49,Female,Master's,Divorced,107278,621,,Auto,Self-employed,18,Fair,0.194809618,238632,2,South Calebbury,NM,Kyrgyz Republic,2,2,Low
59,Male,Master's,Married,78397,770,23197,Auto,Employed,6,Fair,0.309220756,,3,Lesterburgh,VI,Niger,0,0,Low
62,Non-binary,Master's,Single,,,44225,Auto,Unemployed,7,Fair,0.17846073,279623,0,Davenportmouth,FL,Holy See (Vatican City State),2,2,High
69,Female,PhD,Single,89529,636,11861,Business,Self-employed,2,Excellent,0.278411856,214415,0,South Ashley,RI,Vietnam,2,2,High
60,Non-binary,High School,Single,20863,,41158,Personal,Employed,16,Good,0.276733514,57096,1,Russellhaven,NC,Kenya,2,2,Low
27,Non-binary,PhD,Divorced,75268,,42339,Business,Employed,6,Poor,0.278030432,283128,1,East Tina,MS,Hong Kong,,2,Low
20,Male,Master's,Single,39796,652,15487,Personal,Unemployed,5,Fair,0.339273344,,0,Port Jamesburgh,NV,Malawi,2,0,Low
30,Male,High School,Single,,640,37222,Home,Unemployed,19,Fair,0.163980298,179819,4,Lake Marilynton,ID,Nigeria,0,0,High
51,Non-binary,Master's,Married,38910,777,21601,Home,Unemployed,7,Fair,0.307022193,72799,,North Robert,NV,Guadeloupe,2,0,Low
57,Male,Master's,Single,113260,655,28094,Business,Employed,18,Fair,0.501227298,,3,South Scott,ME,Zimbabwe,0,0,Low
55,Male,PhD,Divorced,52919,699,47283,Home,Employed,14,Good,0.523999475,299435,4,Johnsonton,RI,Guinea,0,0,High
33,Male,High School,Widowed,83303,712,23883,Business,Unemployed,4,Poor,0.41075184,117508,1,Ashleeshire,DC,New Caledonia,4,0,Low
24,Male,Bachelor's,Single,21238,731,34171,Personal,Employed,4,Excellent,0.515971995,75887,,Rubioport,SC,Qatar,1,1,Low
67,Male,Bachelor's,Divorced,48223,606,15318,Business,Employed,13,Poor,0.350578947,214246,4,Shawnview,DC,Georgia,1,2,Low
45,Female,Master's,Widowed,100821,608,25392,Home,Unemployed,9,Good,0.186020749,186780,4,Paulside,AZ,Bangladesh,2,2,Low
62,Non-binary,PhD,Married,71726,658,27097,Business,Unemployed,12,Excellent,0.554995048,123775,0,New Alexanderport,KS,Pitcairn Islands,1,2,Low
64,Female,PhD,Divorced,81572,,11684,Auto,Self-employed,8,Fair,0.145390043,74713,3,Port Jessica,DE,Gabon,2,1,Low
29,Non-binary,Master's,Widowed,65537,713,,Auto,Self-employed,7,Poor,0.134150202,69109,1,East Christinebury,WA,Cape Verde,4,0,Low
61,Non-binary,Master's,Single,73942,620,,Personal,Unemployed,16,Fair,0.275224834,108502,,Lake Brad,LA,Brazil,1,0,Low
29,Female,Master's,Married,100123,603,46735,Business,Unemployed,6,Fair,0.234113208,65712,,North Michael,IL,Chile,0,0,Low
51,Male,High School,Married,107171,763,45955,Auto,Self-employed,8,Poor,0.502590674,258221,1,Wendyland,NE,Kuwait,1,1,Low
51,Male,PhD,Married,36756,646,39884,Business,Employed,16,Excellent,0.244589366,68595,2,New Stephanieville,VT,Sweden,3,0,Low
25,Female,Master's,Divorced,33286,628,10647,Business,Unemployed,16,Fair,0.593963842,,1,New Lesliemouth,KS,Kazakhstan,3,2,Low
21,Non-binary,PhD,Single,106940,721,43381,Home,Self-employed,13,Excellent,0.468084508,68461,1,Ruthland,FM,Saint Lucia,0,2,Low
25,Female,PhD,Widowed,,675,25392,Business,Unemployed,2,Good,0.275595032,61857,1,North Jacobchester,OH,Djibouti,1,1,Low
41,Male,PhD,Single,114897,724,33782,Auto,Employed,19,Poor,0.100727342,203813,2,Lake Joshua,PR,Afghanistan,0,2,Low
68,Non-binary,PhD,Single,94676,709,27727,Personal,Unemployed,7,Excellent,0.37040874,233292,1,South Kristen,CA,Venezuela,2,1,Low
54,Female,High School,Married,96230,730,,Home,Self-employed,4,Good,0.298507266,174250,1,South Monica,MN,Cape Verde,,0,High
37,Non-binary,Master's,Married,83474,779,37611,Personal,Unemployed,2,Fair,0.250502633,177110,3,Rossfurt,AL,Trinidad and Tobago,1,1,Low
58,Male,PhD,Widowed,30596,,48782,Home,Self-employed,3,Excellent,0.304205209,219451,1,Lake Michael,IA,Cocos (Keeling) Islands,2,1,Low
40,Non-binary,Master's,Single,91942,,17130,Home,Unemployed,9,Fair,0.278952239,231056,0,Michaelside,OH,Botswana,1,1,Low
60,Male,Bachelor's,Widowed,108444,662,40153,Business,Unemployed,19,Poor,0.142010326,175005,,North Jenniferstad,NE,French Southern Territories,3,0,Low
18,Non-binary,Master's,Married,,614,36117,Auto,Self-employed,16,Excellent,0.587479711,120474,4,Boyerland,MD,Norfolk Island,0,2,Low
46,Female,High School,Widowed,109049,705,,Business,Employed,6,Poor,0.406229335,112323,3,Port Meganland,MO,France,2,1,High
35,Female,Master's,Divorced,72105,654,23126,Auto,Self-employed,12,Excellent,0.457952856,,4,Douglasside,OH,Guinea-Bissau,1,1,Low
22,Male,Bachelor's,Widowed,117552,669,34394,Home,Unemployed,18,Fair,0.392459515,227939,1,Newmanville,WY,Guernsey,0,1,Low
52,Non-binary,PhD,Married,98950,678,,Auto,Employed,9,Fair,0.541456383,186735,,Port Michael,GU,Central African Republic,3,2,Low
52,Male,PhD,Divorced,42787,613,,Home,Unemployed,11,Poor,0.418718368,275632,0,Daviesview,AS,Belarus,2,1,Low
45,Female,PhD,Married,,749,7380,Business,Self-employed,14,Fair,0.32619568,113701,1,North Cynthiaport,MN,Faroe Islands,3,2,Low
34,Non-binary,Bachelor's,Single,78609,781,44820,Personal,Unemployed,8,Fair,0.26252993,177433,,Walkerland,NM,French Guiana,0,1,Low
62,Female,Master's,Widowed,97332,716,,Auto,Self-employed,9,Poor,0.408872951,,4,East Geraldside,GU,Bangladesh,2,2,Low
20,Non-binary,PhD,Married,30977,628,44603,Auto,Self-employed,12,Excellent,0.417672312,,1,West Johnville,SD,French Southern Territories,,1,Low
40,Non-binary,Bachelor's,Divorced,23194,644,18194,Business,Unemployed,2,Poor,0.318496764,230545,4,New Kimberlyland,WA,Netherlands Antilles,3,1,Low
53,Non-binary,PhD,Divorced,112776,,27814,Business,Employed,18,Poor,0.485846405,247189,4,Evansfurt,MH,Taiwan,3,0,Low
60,Male,PhD,Married,,785,31939,Business,Unemployed,1,Excellent,0.287946048,,,Melissamouth,CO,Iraq,2,2,Low
58,Female,PhD,Divorced,87158,761,45577,Personal,Unemployed,1,Excellent,0.25920364,148901,,New Matthewfort,UT,Norway,,2,Low
